key_code,time,true,pred
5339560341,18,849,1048.121983914209115298080
5339560342,18,551,434.392761394101876703500
5339560343,18,243,310.849865951742627325440
5339560344,18,265,163.395442359249329778480
5339560411,18,20,23.911528150134048228360
5339560413,18,451,625.684986595174262708760
5339560431,18,572,605.758713136729222538280
5339560433,18,159,159.410187667560321720600
5339560312,24,1,0
5339560314,24,235,203.247989276139410178900
5339560321,24,220,155.424932975871313662720
5339560322,24,328,406.495978552278820357800
5339560323,24,657,789.080428954423592487240
5339560324,24,877,741.257372654155495971060
5339560331,24,58,0
5339560332,24,362,203.247989276139410178900
5339560334,24,98,75.719839142091152802420
5339560341,24,849,1048.121983914209115298080
5339560342,24,551,434.392761394101876703500
5339560343,24,243,310.849865951742627325440
5339560344,24,265,163.395442359249329778480
5339560411,24,20,23.911528150134048228360
5339560413,24,451,625.684986595174262708760
5339560431,24,572,605.758713136729222538280
5339560433,24,159,159.410187667560321720600
5339560312,30,1,0
5339560314,30,235,203.247989276139410178900
5339560321,30,220,155.424932975871313662720
5339560322,30,328,406.495978552278820357800
5339560323,30,657,789.080428954423592487240
5339560324,30,877,741.257372654155495971060
5339560331,30,58,0
5339560332,30,362,203.247989276139410178900
5339560334,30,98,75.719839142091152802420
5339560341,30,849,1048.121983914209115298080
5339560342,30,551,434.392761394101876703500
5339560343,30,243,310.849865951742627325440
5339560344,30,265,163.395442359249329778480
5339560411,30,20,23.911528150134048228360
5339560413,30,451,625.684986595174262708760
5339560431,30,572,605.758713136729222538280
5339560433,30,159,159.410187667560321720600
5339560312,36,1,0
5339560314,36,235,203.247989276139410178900
5339560321,36,220,155.424932975871313662720
5339560322,36,328,406.495978552278820357800
5339560323,36,657,789.080428954423592487240
5339560324,36,877,741.257372654155495971060
5339560331,36,58,0
5339560332,36,362,203.247989276139410178900
5339560334,36,98,75.719839142091152802420
5339560341,36,849,1048.121983914209115298080
5339560342,36,551,434.392761394101876703500
5339560343,36,243,310.849865951742627325440
5339560344,36,265,163.395442359249329778480
5339560411,36,20,23.911528150134048228360
5339560413,36,451,625.684986595174262708760
5339560431,36,572,605.758713136729222538280
5339560433,36,159,159.410187667560321720600
5339560312,42,1,0
5339560314,42,235,203.247989276139410178900
5339560321,42,220,155.424932975871313662720
5339560322,42,328,406.495978552278820357800
5339560323,42,657,789.080428954423592487240
5339560324,42,877,741.257372654155495971060
5339560331,42,58,0
5339560332,42,362,203.247989276139410178900
5339560334,42,98,75.719839142091152802420
5339560341,42,849,1048.121983914209115298080
5339560342,42,551,434.392761394101876703500
5339560343,42,243,310.849865951742627325440
5339560344,42,265,163.395442359249329778480
5339560411,42,20,23.911528150134048228360
5339560413,42,451,625.684986595174262708760
5339560431,42,572,605.758713136729222538280
5339560433,42,159,159.410187667560321720600
5339560312,48,1,0
5339560314,48,235,203.247989276139410178900
5339560321,48,220,155.424932975871313662720
5339560322,48,328,406.495978552278820357800
5339560323,48,657,789.080428954423592487240
5339560324,48,877,741.257372654155495971060
5339560331,48,58,0
5339560332,48,362,203.247989276139410178900
5339560334,48,98,75.719839142091152802420
5339560341,48,849,1048.121983914209115298080
5339560342,48,551,434.392761394101876703500
5339560343,48,243,310.849865951742627325440
5339560344,48,265,163.395442359249329778480
5339560411,48,20,23.911528150134048228360
5339560413,48,451,625.684986595174262708760
5339560431,48,572,605.758713136729222538280
5339560433,48,159,159.410187667560321720600
5339560312,54,1,0
5339560314,54,235,203.247989276139410178900
5339560321,54,220,155.424932975871313662720
5339560322,54,328,406.495978552278820357800
5339560323,54,657,789.080428954423592487240
5339560324,54,877,741.257372654155495971060
5339560331,54,58,0
5339560332,54,362,203.247989276139410178900
5339560334,54,98,75.719839142091152802420
5339560341,54,849,1048.121983914209115298080
5339560342,54,551,434.392761394101876703500
5339560343,54,243,310.849865951742627325440
5339560344,54,265,163.395442359249329778480
5339560411,54,20,23.911528150134048228360
5339560413,54,451,625.684986595174262708760
5339560431,54,572,605.758713136729222538280
5339560433,54,159,159.410187667560321720600
5339560312,60,1,0
5339560314,60,235,203.247989276139410178900
5339560321,60,220,155.424932975871313662720
5339560322,60,328,406.495978552278820357800
5339560323,60,657,789.080428954423592487240
5339560324,60,877,741.257372654155495971060
5339560331,60,58,0
5339560332,60,362,203.247989276139410178900
5339560334,60,98,75.719839142091152802420
5339560341,60,849,1048.121983914209115298080
5339560342,60,551,434.392761394101876703500
5339560343,60,243,310.849865951742627325440
5339560344,60,265,163.395442359249329778480
5339560411,60,20,23.911528150134048228360
5339560413,60,451,625.684986595174262708760
5339560431,60,572,605.758713136729222538280
5339560433,60,159,159.410187667560321720600
5339560312,66,1,0
5339560314,66,235,203.247989276139410178900
5339560321,66,220,155.424932975871313662720
5339560322,66,328,406.495978552278820357800
5339560323,66,657,789.080428954423592487240
5339560324,66,877,741.257372654155495971060
5339560331,66,58,0
5339560332,66,362,203.247989276139410178900
5339560334,66,98,75.719839142091152802420
5339560341,66,849,1048.121983914209115298080
5339560342,66,551,434.392761394101876703500
5339560343,66,243,310.849865951742627325440
5339560344,66,265,163.395442359249329778480
5339560411,66,20,23.911528150134048228360
5339560413,66,451,625.684986595174262708760
5339560431,66,572,605.758713136729222538280
5339560433,66,159,159.410187667560321720600
5339560312,72,1,0
5339560314,72,235,203.247989276139410178900
5339560321,72,220,155.424932975871313662720
5339560322,72,328,406.495978552278820357800
5339560323,72,657,789.080428954423592487240
5339560324,72,877,741.257372654155495971060
5339560331,72,58,0
5339560332,72,363,203.247989276139410178900
5339560334,72,97,75.719839142091152802420
5339560341,72,849,1048.121983914209115298080
5339560342,72,551,434.392761394101876703500
5339560343,72,243,310.849865951742627325440
5339560344,72,265,163.395442359249329778480
5339560411,72,20,23.911528150134048228360
5339560413,72,451,625.684986595174262708760
5339560431,72,572,605.758713136729222538280
5339560433,72,159,159.410187667560321720600
5339560312,78,1,0
5339560314,78,235,203.247989276139410178900
5339560321,78,220,155.424932975871313662720
5339560322,78,328,406.495978552278820357800
5339560323,78,657,789.080428954423592487240
5339560324,78,877,741.257372654155495971060
5339560331,78,58,0
5339560332,78,363,203.247989276139410178900
5339560334,78,97,75.719839142091152802420
5339560341,78,849,1048.121983914209115298080
5339560342,78,551,434.392761394101876703500
5339560343,78,243,310.849865951742627325440
5339560344,78,265,163.395442359249329778480
5339560411,78,20,23.911528150134048228360
5339560413,78,451,625.684986595174262708760
5339560431,78,572,605.758713136729222538280
5339560433,78,159,159.410187667560321720600
5339560312,84,1,0
5339560314,84,235,203.247989276139410178900
5339560321,84,220,155.424932975871313662720
5339560322,84,328,406.495978552278820357800
5339560323,84,657,789.080428954423592487240
5339560324,84,877,741.257372654155495971060
5339560331,84,58,0
5339560332,84,363,203.247989276139410178900
5339560334,84,97,75.719839142091152802420
5339560341,84,849,1048.121983914209115298080
5339560342,84,551,434.392761394101876703500
5339560343,84,243,310.849865951742627325440
5339560344,84,265,163.395442359249329778480
5339560411,84,20,23.911528150134048228360
5339560413,84,451,625.684986595174262708760
5339560431,84,572,605.758713136729222538280
5339560433,84,159,159.410187667560321720600
5339560312,90,1,0
5339560314,90,235,203.247989276139410178900
5339560321,90,220,155.424932975871313662720
5339560322,90,328,406.495978552278820357800
5339560323,90,657,789.080428954423592487240
5339560324,90,877,741.257372654155495971060
5339560331,90,58,0
5339560332,90,363,203.247989276139410178900
5339560334,90,97,75.719839142091152802420
5339560341,90,849,1048.121983914209115298080
5339560342,90,551,434.392761394101876703500
5339560343,90,243,310.849865951742627325440
5339560344,90,265,163.395442359249329778480
5339560411,90,20,23.911528150134048228360
5339560413,90,451,625.684986595174262708760
5339560431,90,572,605.758713136729222538280
5339560433,90,159,159.410187667560321720600
5339560312,96,1,0
5339560314,96,235,203.247989276139410178900
5339560321,96,220,155.424932975871313662720
5339560322,96,328,406.495978552278820357800
5339560323,96,657,789.080428954423592487240
5339560324,96,877,741.257372654155495971060
5339560331,96,58,0
5339560332,96,363,203.247989276139410178900
5339560334,96,97,75.719839142091152802420
5339560341,96,849,1048.121983914209115298080
5339560342,96,551,434.392761394101876703500
5339560343,96,243,310.849865951742627325440
5339560344,96,265,163.395442359249329778480
5339560411,96,20,23.911528150134048228360
5339560413,96,451,625.684986595174262708760
5339560431,96,572,605.758713136729222538280
5339560433,96,159,159.410187667560321720600
5339560312,102,1,0
5339560314,102,235,203.247989276139410178900
5339560321,102,220,155.424932975871313662720
5339560322,102,328,406.495978552278820357800
5339560323,102,657,789.080428954423592487240
5339560324,102,877,741.257372654155495971060
5339560331,102,58,0
5339560332,102,363,203.247989276139410178900
5339560334,102,97,75.719839142091152802420
5339560341,102,849,1048.121983914209115298080
5339560342,102,551,434.392761394101876703500
5339560343,102,243,310.849865951742627325440
5339560344,102,265,163.395442359249329778480
5339560411,102,20,23.911528150134048228360
5339560413,102,451,625.684986595174262708760
5339560431,102,572,605.758713136729222538280
5339560433,102,159,159.410187667560321720600
5339560312,108,1,0
5339560314,108,235,203.247989276139410178900
5339560321,108,220,155.424932975871313662720
5339560322,108,328,406.495978552278820357800
5339560323,108,657,789.080428954423592487240
5339560324,108,877,741.257372654155495971060
5339560331,108,58,0
5339560332,108,363,203.247989276139410178900
5339560334,108,97,75.719839142091152802420
5339560341,108,849,1048.121983914209115298080
5339560342,108,551,434.392761394101876703500
5339560343,108,243,310.849865951742627325440
5339560344,108,265,163.395442359249329778480
5339560411,108,20,23.911528150134048228360
5339560413,108,451,625.684986595174262708760
5339560431,108,572,605.758713136729222538280
5339560433,108,159,159.410187667560321720600
5339560312,114,1,0
5339560314,114,235,203.247989276139410178900
5339560321,114,220,155.424932975871313662720
5339560322,114,328,406.495978552278820357800
5339560323,114,657,789.080428954423592487240
5339560324,114,877,741.257372654155495971060
5339560331,114,58,0
5339560332,114,363,203.247989276139410178900
5339560334,114,97,75.719839142091152802420
5339560341,114,849,1048.121983914209115298080
5339560342,114,551,434.392761394101876703500
5339560343,114,243,310.849865951742627325440
5339560344,114,265,163.395442359249329778480
5339560411,114,20,23.911528150134048228360
5339560413,114,451,625.684986595174262708760
5339560431,114,572,605.758713136729222538280
5339560433,114,159,159.410187667560321720600
5339560312,120,1,0
5339560314,120,235,203.247989276139410178900
5339560321,120,220,155.424932975871313662720
5339560322,120,328,406.495978552278820357800
5339560323,120,657,789.080428954423592487240
5339560324,120,877,741.257372654155495971060
5339560331,120,58,0
5339560332,120,363,203.247989276139410178900
5339560334,120,97,75.719839142091152802420
5339560341,120,849,1048.121983914209115298080
5339560342,120,551,434.392761394101876703500
5339560343,120,243,310.849865951742627325440
5339560344,120,265,163.395442359249329778480
5339560411,120,20,23.911528150134048228360
5339560413,120,451,625.684986595174262708760
5339560431,120,572,605.758713136729222538280
5339560433,120,159,159.410187667560321720600
5339560312,126,1,0
5339560314,126,235,203.247989276139410178900
5339560321,126,220,155.424932975871313662720
5339560322,126,328,406.495978552278820357800
5339560323,126,657,789.080428954423592487240
5339560324,126,877,741.257372654155495971060
5339560331,126,58,0
5339560332,126,363,203.247989276139410178900
5339560334,126,97,75.719839142091152802420
5339560341,126,849,1048.121983914209115298080
5339560342,126,551,434.392761394101876703500
5339560343,126,243,310.849865951742627325440
5339560344,126,265,163.395442359249329778480
5339560411,126,20,23.911528150134048228360
5339560413,126,451,625.684986595174262708760
5339560431,126,572,605.758713136729222538280
5339560433,126,159,159.410187667560321720600
5339560312,132,1,0
5339560314,132,235,203.247989276139410178900
5339560321,132,220,155.424932975871313662720
5339560322,132,328,406.495978552278820357800
5339560323,132,657,789.080428954423592487240
5339560324,132,877,741.257372654155495971060
5339560331,132,58,0
5339560332,132,363,203.247989276139410178900
5339560334,132,97,75.719839142091152802420
5339560341,132,849,1048.121983914209115298080
5339560342,132,551,434.392761394101876703500
5339560343,132,243,310.849865951742627325440
5339560344,132,265,163.395442359249329778480
5339560411,132,20,23.911528150134048228360
5339560413,132,451,625.684986595174262708760
5339560431,132,572,605.758713136729222538280
5339560433,132,159,159.410187667560321720600
5339560312,138,1,0
5339560314,138,235,203.247989276139410178900
5339560321,138,220,155.424932975871313662720
5339560322,138,328,406.495978552278820357800
5339560323,138,657,789.080428954423592487240
5339560324,138,877,741.257372654155495971060
5339560331,138,58,0
5339560332,138,363,203.247989276139410178900
5339560334,138,97,75.719839142091152802420
5339560341,138,849,1048.121983914209115298080
5339560342,138,551,434.392761394101876703500
5339560343,138,243,310.849865951742627325440
5339560344,138,265,163.395442359249329778480
5339560411,138,20,23.911528150134048228360
5339560413,138,451,625.684986595174262708760
5339560431,138,572,605.758713136729222538280
5339560433,138,159,159.410187667560321720600
5339560312,144,1,0
5339560314,144,235,203.247989276139410178900
5339560321,144,220,155.424932975871313662720
5339560322,144,328,406.495978552278820357800
5339560323,144,657,789.080428954423592487240
5339560324,144,877,741.257372654155495971060
5339560331,144,58,0
5339560332,144,363,203.247989276139410178900
5339560334,144,97,75.719839142091152802420
5339560341,144,849,1048.121983914209115298080
5339560342,144,550,434.392761394101876703500
5339560343,144,243,310.849865951742627325440
5339560344,144,266,163.395442359249329778480
5339560411,144,20,23.911528150134048228360
5339560413,144,451,625.684986595174262708760
5339560431,144,572,605.758713136729222538280
5339560433,144,159,159.410187667560321720600
5339560312,150,1,0
5339560314,150,235,203.247989276139410178900
5339560321,150,220,155.424932975871313662720
5339560322,150,327,406.495978552278820357800
5339560323,150,657,789.080428954423592487240
5339560324,150,877,741.257372654155495971060
5339560331,150,58,0
5339560332,150,363,203.247989276139410178900
5339560334,150,97,75.719839142091152802420
5339560341,150,849,1048.121983914209115298080
5339560342,150,550,434.392761394101876703500
5339560343,150,243,310.849865951742627325440
5339560344,150,266,163.395442359249329778480
5339560411,150,21,23.911528150134048228360
5339560413,150,451,625.684986595174262708760
5339560431,150,572,605.758713136729222538280
5339560433,150,159,159.410187667560321720600
5339560312,156,1,0
5339560314,156,235,203.247989276139410178900
5339560321,156,220,155.424932975871313662720
5339560322,156,327,406.495978552278820357800
5339560323,156,657,789.080428954423592487240
5339560324,156,877,741.257372654155495971060
5339560331,156,58,0
5339560332,156,363,203.247989276139410178900
5339560334,156,97,75.719839142091152802420
5339560341,156,849,1048.121983914209115298080
5339560342,156,550,434.392761394101876703500
5339560343,156,243,310.849865951742627325440
5339560344,156,266,163.395442359249329778480
5339560411,156,21,23.911528150134048228360
5339560413,156,451,625.684986595174262708760
5339560431,156,572,605.758713136729222538280
5339560433,156,159,159.410187667560321720600
5339560312,162,1,0
5339560314,162,235,203.247989276139410178900
5339560321,162,220,155.424932975871313662720
5339560322,162,327,406.495978552278820357800
5339560323,162,657,789.080428954423592487240
5339560324,162,877,741.257372654155495971060
5339560331,162,58,0
5339560332,162,363,203.247989276139410178900
5339560334,162,97,75.719839142091152802420
5339560341,162,849,1048.121983914209115298080
5339560342,162,551,434.392761394101876703500
5339560343,162,243,310.849865951742627325440
5339560344,162,266,163.395442359249329778480
5339560411,162,21,23.911528150134048228360
5339560413,162,451,625.684986595174262708760
5339560431,162,571,605.758713136729222538280
5339560433,162,159,159.410187667560321720600
5339560312,168,1,0
5339560314,168,235,203.247989276139410178900
5339560321,168,220,155.424932975871313662720
5339560322,168,327,406.495978552278820357800
5339560323,168,657,789.080428954423592487240
5339560324,168,877,741.257372654155495971060
5339560331,168,58,0
5339560332,168,363,203.247989276139410178900
5339560334,168,97,75.719839142091152802420
5339560341,168,849,1048.121983914209115298080
5339560342,168,551,434.392761394101876703500
5339560343,168,243,310.849865951742627325440
5339560344,168,266,163.395442359249329778480
5339560411,168,21,23.911528150134048228360
5339560413,168,451,625.684986595174262708760
5339560431,168,571,605.758713136729222538280
5339560433,168,159,159.410187667560321720600
5339560312,174,1,0
5339560314,174,235,203.247989276139410178900
5339560321,174,220,155.424932975871313662720
5339560322,174,327,406.495978552278820357800
5339560323,174,657,789.080428954423592487240
5339560324,174,877,741.257372654155495971060
5339560331,174,58,0
5339560332,174,363,203.247989276139410178900
5339560334,174,97,75.719839142091152802420
5339560341,174,849,1048.121983914209115298080
5339560342,174,551,434.392761394101876703500
5339560343,174,243,310.849865951742627325440
5339560344,174,266,163.395442359249329778480
5339560411,174,21,23.911528150134048228360
5339560413,174,451,625.684986595174262708760
5339560431,174,571,605.758713136729222538280
5339560433,174,159,159.410187667560321720600
5339560312,180,1,0
5339560314,180,235,203.247989276139410178900
5339560321,180,220,155.424932975871313662720
5339560322,180,328,406.495978552278820357800
5339560323,180,657,789.080428954423592487240
5339560324,180,877,741.257372654155495971060
5339560331,180,58,0
5339560332,180,363,203.247989276139410178900
5339560334,180,97,75.719839142091152802420
5339560341,180,849,1048.121983914209115298080
5339560342,180,551,434.392761394101876703500
5339560343,180,243,310.849865951742627325440
5339560344,180,266,163.395442359249329778480
5339560411,180,20,23.911528150134048228360
5339560413,180,451,625.684986595174262708760
5339560431,180,571,605.758713136729222538280
5339560433,180,159,159.410187667560321720600
5339560312,186,1,0
5339560314,186,235,203.247989276139410178900
5339560321,186,220,155.424932975871313662720
5339560322,186,328,406.495978552278820357800
5339560323,186,657,789.080428954423592487240
5339560324,186,877,741.257372654155495971060
5339560331,186,58,0
5339560332,186,363,203.247989276139410178900
5339560334,186,97,75.719839142091152802420
5339560341,186,849,1048.121983914209115298080
5339560342,186,551,434.392761394101876703500
5339560343,186,243,310.849865951742627325440
5339560344,186,266,163.395442359249329778480
5339560411,186,20,23.911528150134048228360
5339560413,186,451,625.684986595174262708760
5339560431,186,571,605.758713136729222538280
5339560433,186,159,159.410187667560321720600
5339560312,192,1,0
5339560314,192,235,203.247989276139410178900
5339560321,192,220,155.424932975871313662720
5339560322,192,328,406.495978552278820357800
5339560323,192,657,789.080428954423592487240
5339560324,192,877,741.257372654155495971060
5339560331,192,58,0
5339560332,192,363,203.247989276139410178900
5339560334,192,97,75.719839142091152802420
5339560341,192,849,1048.121983914209115298080
5339560342,192,551,434.392761394101876703500
5339560343,192,243,310.849865951742627325440
5339560344,192,266,163.395442359249329778480
5339560411,192,20,23.911528150134048228360
5339560413,192,451,625.684986595174262708760
5339560431,192,571,605.758713136729222538280
5339560433,192,159,159.410187667560321720600
5339560312,198,1,0
5339560314,198,235,203.247989276139410178900
5339560321,198,220,155.424932975871313662720
5339560322,198,328,406.495978552278820357800
5339560323,198,657,789.080428954423592487240
5339560324,198,877,741.257372654155495971060
5339560331,198,58,0
5339560332,198,363,203.247989276139410178900
5339560334,198,97,75.719839142091152802420
5339560341,198,849,1048.121983914209115298080
5339560342,198,551,434.392761394101876703500
5339560343,198,243,310.849865951742627325440
5339560344,198,266,163.395442359249329778480
5339560411,198,20,23.911528150134048228360
5339560413,198,451,625.684986595174262708760
5339560431,198,571,605.758713136729222538280
5339560433,198,159,159.410187667560321720600
5339560312,204,1,0
5339560314,204,235,203.247989276139410178900
5339560321,204,220,155.424932975871313662720
5339560322,204,329,406.495978552278820357800
5339560323,204,657,789.080428954423592487240
5339560324,204,877,741.257372654155495971060
5339560331,204,58,0
5339560332,204,363,203.247989276139410178900
5339560334,204,97,75.719839142091152802420
5339560341,204,849,1048.121983914209115298080
5339560342,204,551,434.392761394101876703500
5339560343,204,243,310.849865951742627325440
5339560344,204,266,163.395442359249329778480
5339560411,204,19,23.911528150134048228360
5339560413,204,451,625.684986595174262708760
5339560431,204,571,605.758713136729222538280
5339560433,204,159,159.410187667560321720600
5339560312,210,1,0
5339560314,210,235,203.247989276139410178900
5339560321,210,220,155.424932975871313662720
5339560322,210,329,406.495978552278820357800
5339560323,210,658,789.080428954423592487240
5339560324,210,877,741.257372654155495971060
5339560331,210,58,0
5339560332,210,363,203.247989276139410178900
5339560334,210,97,75.719839142091152802420
5339560341,210,849,1048.121983914209115298080
5339560342,210,550,434.392761394101876703500
5339560343,210,243,310.849865951742627325440
5339560344,210,266,163.395442359249329778480
5339560411,210,19,23.911528150134048228360
5339560413,210,451,625.684986595174262708760
5339560431,210,571,605.758713136729222538280
5339560433,210,159,159.410187667560321720600
5339560312,216,1,0
5339560314,216,235,203.247989276139410178900
5339560321,216,220,155.424932975871313662720
5339560322,216,329,406.495978552278820357800
5339560323,216,658,789.080428954423592487240
5339560324,216,877,741.257372654155495971060
5339560331,216,58,0
5339560332,216,363,203.247989276139410178900
5339560334,216,97,75.719839142091152802420
5339560341,216,849,1048.121983914209115298080
5339560342,216,550,434.392761394101876703500
5339560343,216,243,310.849865951742627325440
5339560344,216,266,163.395442359249329778480
5339560411,216,19,23.911528150134048228360
5339560413,216,451,625.684986595174262708760
5339560431,216,571,605.758713136729222538280
5339560433,216,159,159.410187667560321720600
5339560312,222,1,0
5339560314,222,235,203.247989276139410178900
5339560321,222,220,155.424932975871313662720
5339560322,222,329,406.495978552278820357800
5339560323,222,658,789.080428954423592487240
5339560324,222,877,741.257372654155495971060
5339560331,222,58,0
5339560332,222,363,203.247989276139410178900
5339560334,222,97,75.719839142091152802420
5339560341,222,849,1048.121983914209115298080
5339560342,222,550,434.392761394101876703500
5339560343,222,243,310.849865951742627325440
5339560344,222,266,163.395442359249329778480
5339560411,222,19,23.911528150134048228360
5339560413,222,451,625.684986595174262708760
5339560431,222,571,605.758713136729222538280
5339560433,222,159,159.410187667560321720600
5339560312,228,1,0
5339560314,228,235,203.247989276139410178900
5339560321,228,220,155.424932975871313662720
5339560322,228,329,406.495978552278820357800
5339560323,228,658,789.080428954423592487240
5339560324,228,877,741.257372654155495971060
5339560331,228,58,0
5339560332,228,363,203.247989276139410178900
5339560334,228,97,75.719839142091152802420
5339560341,228,849,1048.121983914209115298080
5339560342,228,550,434.392761394101876703500
5339560343,228,243,310.849865951742627325440
5339560344,228,266,163.395442359249329778480
5339560411,228,19,23.911528150134048228360
5339560413,228,451,625.684986595174262708760
5339560431,228,571,605.758713136729222538280
5339560433,228,159,159.410187667560321720600
5339560312,234,1,0
5339560314,234,235,203.247989276139410178900
5339560321,234,220,155.424932975871313662720
5339560322,234,329,402.510723860589812359380
5339560323,234,658,789.080428954423592487240
5339560324,234,877,741.257372654155495971060
5339560331,234,58,0
5339560332,234,363,203.247989276139410178900
5339560334,234,97,75.719839142091152802420
5339560341,234,849,1048.121983914209115298080
5339560342,234,550,434.392761394101876703500
5339560343,234,243,310.849865951742627325440
5339560344,234,266,163.395442359249329778480
5339560411,234,19,23.911528150134048228360
5339560413,234,451,625.684986595174262708760
5339560431,234,571,605.758713136729222538280
5339560433,234,159,159.410187667560321720600
5339469344,240,1,3.985254691689008057880
5339560312,240,1,0
5339560314,240,235,203.247989276139410178900
5339560321,240,220,155.424932975871313662720
5339560322,240,328,402.510723860589812359380
5339560323,240,658,789.080428954423592487240
5339560324,240,877,741.257372654155495971060
5339560331,240,58,0
5339560332,240,364,203.247989276139410178900
5339560334,240,96,75.719839142091152802420
5339560341,240,849,1048.121983914209115298080
5339560342,240,550,434.392761394101876703500
5339560343,240,243,310.849865951742627325440
5339560344,240,266,163.395442359249329778480
5339560411,240,20,23.911528150134048228360
5339560413,240,450,625.684986595174262708760
5339560431,240,571,605.758713136729222538280
5339560433,240,159,159.410187667560321720600
5339469344,246,1,3.985254691689008057880
5339560312,246,1,0
5339560314,246,236,203.247989276139410178900
5339560321,246,220,155.424932975871313662720
5339560322,246,328,402.510723860589812359380
5339560323,246,657,789.080428954423592487240
5339560324,246,877,741.257372654155495971060
5339560331,246,58,0
5339560332,246,364,203.247989276139410178900
5339560334,246,96,75.719839142091152802420
5339560341,246,849,1048.121983914209115298080
5339560342,246,550,434.392761394101876703500
5339560343,246,243,310.849865951742627325440
5339560344,246,266,163.395442359249329778480
5339560411,246,20,23.911528150134048228360
5339560413,246,450,625.684986595174262708760
5339560431,246,571,605.758713136729222538280
5339560433,246,159,159.410187667560321720600
5339469344,252,2,3.985254691689008057880
5339560312,252,1,0
5339560314,252,236,203.247989276139410178900
5339560321,252,220,155.424932975871313662720
5339560322,252,327,402.510723860589812359380
5339560323,252,657,789.080428954423592487240
5339560324,252,877,741.257372654155495971060
5339560331,252,58,0
5339560332,252,364,203.247989276139410178900
5339560334,252,96,75.719839142091152802420
5339560341,252,849,1048.121983914209115298080
5339560342,252,550,434.392761394101876703500
5339560343,252,243,310.849865951742627325440
5339560344,252,266,163.395442359249329778480
5339560411,252,20,23.911528150134048228360
5339560413,252,450,625.684986595174262708760
5339560431,252,571,605.758713136729222538280
5339560433,252,159,159.410187667560321720600
5339469344,258,2,3.985254691689008057880
5339560312,258,1,0
5339560314,258,236,203.247989276139410178900
5339560321,258,220,155.424932975871313662720
5339560322,258,327,402.510723860589812359380
5339560323,258,657,789.080428954423592487240
5339560324,258,877,741.257372654155495971060
5339560331,258,58,0
5339560332,258,364,203.247989276139410178900
5339560334,258,96,75.719839142091152802420
5339560341,258,849,1048.121983914209115298080
5339560342,258,550,434.392761394101876703500
5339560343,258,243,310.849865951742627325440
5339560344,258,266,163.395442359249329778480
5339560411,258,20,23.911528150134048228360
5339560413,258,450,625.684986595174262708760
5339560431,258,571,605.758713136729222538280
5339560433,258,159,159.410187667560321720600
5339469344,264,2,3.985254691689008057880
5339560312,264,1,0
5339560314,264,236,203.247989276139410178900
5339560321,264,220,155.424932975871313662720
5339560322,264,327,402.510723860589812359380
5339560323,264,657,789.080428954423592487240
5339560324,264,877,741.257372654155495971060
5339560331,264,58,0
5339560332,264,364,203.247989276139410178900
5339560334,264,96,75.719839142091152802420
5339560341,264,849,1048.121983914209115298080
5339560342,264,550,434.392761394101876703500
5339560343,264,243,310.849865951742627325440
5339560344,264,266,163.395442359249329778480
5339560411,264,20,23.911528150134048228360
5339560413,264,450,625.684986595174262708760
5339560431,264,571,605.758713136729222538280
5339560433,264,159,159.410187667560321720600
5339469344,270,2,3.985254691689008057880
