0	-30623	18426	1
0	30869	18438	1
0	-31115	18456	1
0	31128	18474	1
0	-31384	18486	1
0	-31385	18504	1
0	-31125	18516	1
0	30882	18534	1
0	24905	18546	1
0	23788	18570	1
0	23787	18582	1
0	-24899	18600	1
0	-24953	18642	1
0	-25024	18684	1
0	-25067	18708	1
0	-25093	18720	1
0	-25088	18738	1
0	-25502	18852	1
0	-23974	18876	1
0	-24034	18906	1
0	-26372	18954	1
0	-26660	18996	1
0	-24187	19026	1
0	-27049	19050	1
3	24121	11352	1
3	-26477	11376	1
3	-23681	11418	1
3	-26384	11448	1
3	-26231	11478	1
8	-27894	912	1
8	-31587	942	1
8	31428	984	1
8	-31590	996	1
8	31710	1032	1
8	31707	1050	1
8	31716	1062	1
10	-33393	5094	1
10	33394	5154	1
10	33620	5172	1
10	33623	5196	1
10	-33805	5220	1
10	-34094	5250	1
10	-34406	5274	1
10	-34722	5304	1
10	-34864	5328	1
10	-35242	5352	1
10	-35416	5382	1
10	-35419	5394	1
10	-28495	5442	1
10	-35441	5484	1
10	-35666	5508	1
11	-25217	13200	1
11	-25218	13230	1
11	23845	13248	1
11	25173	13362	1
11	-25207	13374	1
11	23840	13386	1
11	-25225	13398	1
11	25221	13422	1
11	-25233	13434	1
11	23842	13452	1
11	-25288	13554	1
11	-25349	13566	1
11	-25345	13584	1
11	-25341	13614	1
11	-25446	13644	1
11	-25886	13680	1
11	-25931	13692	1
11	-24030	13710	1
11	-24028	13722	1
11	-25930	13740	1
11	-23972	13752	1
11	-25936	13776	1
11	-26371	13836	1
11	-23652	13872	1
11	-24187	13908	1
11	-27049	13938	1
13	-32966	11766	1
13	33107	11784	1
13	-32966	11796	1
13	-32725	11814	1
13	-27963	11856	1
13	27959	11880	1
13	-27963	11892	1
13	28029	11928	1
13	-32496	11940	1
13	32783	11964	1
13	-32929	11976	1
13	-32964	11988	1
13	-32964	12012	1
13	-32936	12036	1
13	-32959	12060	1
13	-32937	12102	1
13	-28085	12132	1
13	-33155	12150	1
13	-28145	12168	1
13	-27109	12192	1
13	-33973	12234	1
13	33974	12270	1
13	28298	12342	1
13	-34316	12360	1
13	-34395	12372	1
13	-34391	12384	1
13	-34317	12396	1
13	-34317	12420	1
13	-28302	12438	1
13	28299	12456	1
13	34311	12480	1
13	-34735	12498	1
13	34562	12516	1
13	28431	12546	1
13	-34889	12558	1
13	-28392	12582	1
13	-35129	12606	1
13	-35194	12618	1
13	-35390	12636	1
13	-35609	12678	1
13	-35669	12702	1
13	35668	12726	1
14	24847	16518	1
14	30310	16530	1
14	30306	16548	1
14	-30311	16560	1
14	-30606	16584	1
14	30876	16608	1
14	24905	16620	1
14	-30883	16632	1
14	31121	16644	1
14	24937	16662	1
14	-31384	16674	1
14	31128	16698	1
14	31382	16710	1
14	31389	16728	1
14	-31955	16752	1
14	-25055	16770	1
14	-25051	16794	1
14	25046	16818	1
14	25042	16830	1
14	25060	16842	1
14	25064	16872	1
14	-23823	16890	1
14	25109	16902	1
14	23840	16938	1
14	-25207	16950	1
14	25219	16962	1
14	25221	16980	1
14	-25233	16992	1
14	23842	17010	1
14	-25288	17112	1
14	-25350	17130	1
14	-25339	17172	1
14	-25407	17196	1
14	-25707	17244	1
14	-25930	17256	1
14	-24028	17268	1
14	24029	17286	1
14	-25930	17310	1
14	-23972	17328	1
14	-25936	17352	1
14	-26237	17412	1
14	-23652	17454	1
14	-24187	17496	1
14	-27049	17520	1
15	33595	5646	1
15	-33795	5670	1
15	-28269	5700	1
15	-34547	5748	1
15	-28387	5772	1
15	27175	5790	1
15	-27174	5808	1
15	-35225	5832	1
17	31961	11226	1
17	32459	11244	1
17	-32462	11256	1
17	-32752	11268	1
17	32753	11280	1
17	23712	11298	1
17	-25168	11376	1
17	-25172	11394	1
17	-25174	11418	1
17	-25226	11538	1
17	23839	11550	1
17	-25225	11562	1
17	-25222	11574	1
17	25232	11592	1
17	25231	11610	1
17	-25235	11622	1
17	-25289	11718	1
17	-25345	11748	1
17	-25341	11778	1
17	-25446	11802	1
17	-25886	11838	1
17	-25931	11850	1
17	24029	11868	1
17	-25931	11886	1
17	-25886	11898	1
17	-23974	11910	1
17	-24034	11940	1
17	-26372	11988	1
17	-24170	12030	1
17	24186	12072	1
17	-27049	12138	1
22	-31972	9480	1
22	-31972	9546	1
22	-32208	9612	1
22	-32489	9630	1
22	-32735	9642	1
22	-28060	9660	1
22	-28085	9678	1
22	-33155	9690	1
22	-28145	9702	1
22	-27109	9726	1
22	-33973	9762	1
22	33974	9792	1
22	28298	9864	1
22	-34316	9882	1
22	34394	9894	1
22	-34316	9906	1
22	34187	9930	1
22	-28302	9948	1
22	28299	9966	1
22	34311	10062	1
22	-34735	10080	1
22	34562	10092	1
22	28431	10122	1
22	-34889	10134	1
22	-28392	10152	1
22	-35129	10176	1
22	-35194	10188	1
22	-35390	10200	1
22	-35609	10236	1
22	-35669	10260	1
22	35668	10278	1
23	-27792	1038	1
23	-31190	1068	1
23	-31192	1092	1
23	-30838	1128	1
23	-30836	1146	1
27	-33303	8286	1
27	33415	8304	1
27	-33523	8316	1
27	33625	8346	1
27	-33627	8358	1
27	-34095	8388	1
27	34093	8412	1
27	-34542	8424	1
27	-34722	8442	1
27	-34864	8460	1
27	-35242	8478	1
27	-35416	8502	1
27	-35446	8514	1
27	-28495	8550	1
27	-35441	8586	1
27	-35666	8604	1
29	-30841	1020	1
29	-27790	1056	1
29	31189	1080	1
29	-31078	1104	1
29	30546	1122	1
29	-30836	1146	1
32	-31936	978	1
32	-27964	996	1
32	27959	1020	1
32	-27963	1038	1
32	28029	1068	1
32	-32496	1086	1
33	-32788	3828	1
33	-32924	3846	1
33	-33109	3864	1
33	-33109	3882	1
33	-32969	3912	1
33	-32920	3924	1
33	-32922	3942	1
33	-32971	4014	1
33	-33100	4044	1
33	-28150	4068	1
33	-33315	4080	1
33	-33411	4092	1
33	-33522	4110	1
33	-33521	4122	1
33	-33303	4140	1
33	-28136	4176	1
33	-27209	4248	1
33	-28321	4272	1
33	-34615	4326	1
33	-27171	4362	1
33	-28480	4404	1
33	-35441	4434	1
33	-35666	4458	1
34	-27568	852	1
34	-29814	900	1
34	-29817	912	1
34	-29822	960	1
34	-27640	996	1
34	27639	1014	1
36	-35420	14532	1
36	-35416	14568	1
36	35405	14586	1
36	-35411	14598	1
36	-34947	14640	1
36	-34812	14670	1
36	-34723	14700	1
38	-27607	1056	1
38	-30839	1092	1
38	-27790	1122	1
38	31189	1152	1
38	-31078	1176	1
38	30546	1206	1
38	-30836	1236	1
39	-25165	4446	1
39	-23713	4458	1
39	25169	4482	1
39	25062	4506	1
39	-25063	4518	1
40	-33597	15492	1
40	-33593	15534	1
40	-33354	15546	1
40	-33130	15576	1
40	-32955	15600	1
40	-32955	15624	1
40	-33130	15648	1
40	-33593	15690	1
40	-33779	15708	1
40	33780	15726	1
40	-33777	15738	1
40	-33900	15756	1
40	-33960	15786	1
40	-28274	15804	1
40	33971	15828	1
40	-34193	15840	1
40	-34391	15858	1
40	-34391	15870	1
40	-34317	15882	1
40	-34317	15906	1
40	28298	15930	1
40	-34312	15942	1
40	-34561	15966	1
40	-34739	15984	1
40	-34742	15996	1
40	28434	16026	1
40	-34888	16044	1
40	35123	16068	1
40	35128	16080	1
40	-35315	16092	1
40	-35394	16122	1
40	-35612	16152	1
40	35668	16182	1
41	-34338	6006	1
41	-34593	6036	1
41	-34591	6054	1
41	-34603	6132	1
41	34606	6150	1
41	-34754	6162	1
41	28440	6180	1
41	34783	6204	1
41	-34908	6216	1
41	-35142	6228	1
41	-35172	6252	1
41	-35183	6270	1
41	35186	6282	1
41	-35175	6294	1
41	-35330	6306	1
41	35316	6330	1
41	35326	6342	1
41	35504	6354	1
41	-35501	6366	1
41	-35594	6390	1
41	-35609	6402	1
41	-35669	6426	1
41	35668	6450	1
42	-30553	894	1
42	-27790	930	1
42	31189	954	1
42	-31078	978	1
42	30546	1002	1
42	-30836	1032	1
43	-28346	12600	1
43	28268	12612	1
43	-34548	12624	1
43	-28398	12648	1
43	-27176	12660	1
43	27173	12684	1
43	-35225	12690	1
44	-27568	906	1
44	-29811	954	1
44	-29819	1008	1
44	-29837	1032	1
44	27639	1098	1
46	-34303	18666	1
46	-34303	18678	1
46	34297	18690	1
46	-34412	18702	1
46	-34408	18720	1
46	34405	18732	1
47	-33920	10026	1
47	-33914	10044	1
47	33747	10074	1
47	-33746	10086	1
47	33741	10110	1
47	33736	10122	1
47	33734	10134	1
47	-33733	10176	1
47	33897	10200	1
51	-30059	888	1
51	-30057	930	1
51	-30019	954	1
51	-29819	996	1
51	-29837	1020	1
51	27639	1080	1
52	-27605	900	1
52	-27540	924	1
52	-29651	972	1
52	-29654	1014	1
52	-29654	1032	1
52	-27477	1044	1
52	27474	1092	1
52	-29005	1098	1
53	-32458	9846	1
53	-32743	9900	1
53	-32948	9930	1
53	33136	9978	1
53	33373	10002	1
53	33377	10038	1
53	-33742	10062	1
53	-33745	10074	1
53	-33737	10086	1
53	-33735	10098	1
53	-33901	10134	1
53	33897	10140	1
54	-33898	10158	1
54	33899	10224	1
54	-33964	10248	1
54	-33972	10272	1
54	34106	10296	1
54	-34314	10314	1
54	-34391	10326	1
54	34394	10338	1
54	-34316	10356	1
54	34187	10386	1
54	-28302	10410	1
54	28299	10440	1
54	34311	10470	1
54	-34735	10494	1
54	34562	10512	1
54	28431	10554	1
54	28434	10566	1
54	-34888	10590	1
54	35123	10626	1
54	35128	10644	1
54	-35315	10656	1
54	-35394	10704	1
54	-35612	10746	1
54	35668	10788	1
55	-25019	15912	1
55	25046	15936	1
55	25042	15954	1
55	25060	15972	1
55	-25065	15984	1
62	-32445	11160	1
62	-32449	11202	1
62	-32449	11226	1
62	32447	11250	1
62	32471	11268	1
62	-32776	11292	1
62	-32957	11370	1
62	-33354	11430	1
62	33539	11490	1
62	-33731	11514	1
62	33778	11556	1
62	-33779	11568	1
62	-33776	11592	1
62	33899	11670	1
62	-33964	11706	1
62	-33972	11742	1
62	34106	11772	1
62	-34316	11802	1
62	-34395	11826	1
62	-34395	11844	1
62	-34316	11862	1
62	34187	11910	1
62	-28302	11946	1
62	28299	11982	1
62	34311	12024	1
62	-34735	12060	1
62	34562	12084	1
62	28431	12144	1
62	28434	12156	1
62	-34888	12186	1
62	35123	12240	1
62	35128	12264	1
62	-35194	12276	1
62	-35390	12306	1
62	-35609	12384	1
62	-35669	12426	1
62	35668	12480	1
63	-31629	20646	1
63	-31396	20658	1
63	-31363	20688	1
63	-31365	20700	1
63	-31685	20724	1
63	31684	20772	1
68	-28036	9846	1
68	-32489	9864	1
68	-32211	9876	1
68	32160	9888	1
68	-32209	9894	1
71	-25098	9546	1
71	25046	9606	1
71	25042	9636	1
71	25060	9672	1
71	-25065	9696	1
74	-32782	7440	1
74	-32488	7464	1
74	-32211	7476	1
74	32160	7494	1
74	-32209	7500	1
77	-24946	15846	1
77	-24934	15858	1
77	-24962	15888	1
