0	20
1	2
2	5
3	3
4	2
5	3
6	3
7	6
8	3
9	15
10	22
11	3
12	32
13	33
14	7
15	27
16	25
17	2
18	4
19	3
20	3
21	25
22	5
23	4
24	3
25	4
26	12
27	2
28	5
29	4
30	2
31	5
32	21
33	6
34	2
35	7
36	4
37	7
38	4
39	24
40	15
41	5
42	4
43	7
44	3
45	4
46	7
47	18
48	3
49	3
50	8
51	8
52	11
53	22
54	4
55	4
56	3
57	5
58	2
59	2
60	6
61	42
62	5
63	4
64	3
65	3
66	2
67	3
68	3
69	5
70	6
71	3
72	3
73	3
74	3
75	2
76	26
77	9
78	17
79	5
80	4
81	22
82	7
83	8
84	2
85	32
86	3
87	5
88	3
89	7
90	13
91	6
92	4
93	16
94	25
95	4
96	3
97	4
98	4
99	28
100	15
101	6
102	10
103	5
104	10
105	4
106	16
107	2
108	8
109	15
110	4
111	3
112	6
113	23
114	15
115	7
116	4
117	4
118	7
119	2
120	3
121	7
122	3
123	7
124	5
125	2
126	17
127	16
128	2
129	16
130	3
131	29
132	6
133	11
134	20
135	8
136	3
137	4
138	22
139	15
140	7
141	12
142	4
143	15
144	5
145	2
146	4
147	15
148	39
149	6
150	3
151	7
152	8
153	13
154	5
155	8
156	5
157	29
158	4
159	3
160	29
161	8
162	24
163	6
164	24
165	23
166	5
167	2
168	17
169	4
170	3
171	5
172	4
173	7
174	7
175	7
176	17
177	8
178	11
179	29
180	2
181	3
182	31
183	4
184	3
185	15
186	5
187	4
188	2
189	5
190	14
191	4
192	7
193	4
194	13
195	3
196	5
197	4
198	6
199	34
200	4
201	4
202	2
203	12
204	15
205	3
206	8
207	3
208	3
209	6
210	2
211	3
212	6
213	23
214	16
215	5
216	5
217	8
218	13
219	10
220	9
221	8
222	6
223	9
224	8
225	17
226	9
227	21
228	3
229	3
230	8
231	25
232	6
233	5
234	24
235	16
236	4
237	3
238	3
239	2
240	6
241	6
242	5
243	6
244	6
245	5
246	4
247	3
248	5
249	3
250	14
251	6
252	4
253	7
254	2
255	3
256	5
257	7
258	4
259	10
260	25
261	6
262	11
263	4
264	4
265	4
266	15
267	14
268	7
269	3
270	6
271	9
272	20
273	2
274	26
275	3
276	3
277	5
278	2
279	6
280	5
281	2
282	3
283	6
284	8
285	17
286	4
287	8
288	18
289	7
290	4
291	11
292	13
293	2
294	4
295	3
296	4
297	5
298	5
299	32
300	16
301	5
302	2
303	5
304	13
305	2
306	8
307	5
308	4
309	19
310	47
311	9
312	12
313	3
314	3
315	4
316	36
317	5
318	10
319	28
320	3
321	5
322	34
323	12
324	3
325	12
326	45
327	5
328	4
329	7
330	2
331	3
332	8
333	9
334	18
335	6
336	4
337	23
338	3
339	27
340	3
341	22
342	3
343	3
344	5
345	2
346	4
347	9
348	3
349	30
350	5
351	8
352	14
353	5
354	3
355	4
356	3
357	8
358	20
359	17
360	2
361	5
362	9
363	17
364	3
365	2
366	28
367	6
368	18
369	4
370	2
371	23
372	32
373	3
374	13
375	3
376	3
377	14
378	2
379	7
380	2
381	5
382	3
383	22
384	5
385	4
386	3
387	6
388	5
389	3
390	3
391	6
392	51
393	6
394	3
395	2
396	4
397	4
398	33
399	9
400	8
401	3
402	4
403	3
404	9
405	18
406	16
407	3
408	3
409	4
410	14
411	6
412	13
413	11
414	20
415	17
416	24
417	3
418	5
419	55
420	22
421	8
422	26
423	5
424	9
425	26
426	6
427	15
428	24
429	18
430	25
431	32
432	7
433	5
434	7
435	26
436	32
437	6
438	4
439	2
440	3
441	16
442	4
443	8
444	16
445	5
446	4
447	2
448	3
449	5
450	3
451	3
452	4
453	15
454	6
455	7
456	2
457	5
458	16
459	3
460	3
461	15
462	3
463	3
464	2
465	17
466	5
467	16
468	6
469	3
470	4
471	18
472	14
473	3
474	20
475	5
476	3
477	5
478	5
479	7
480	2
481	7
482	34
483	7
484	3
485	9
486	22
487	3
488	2
489	4
490	7
491	14
492	2
493	32
494	3
495	15
496	3
497	24
498	4
499	25
500	28
501	5
502	2
503	5
504	4
505	6
506	17
507	14
508	6
509	7
510	20
511	4
512	2
513	26
514	4
515	7
516	19
517	7
518	4
519	3
520	3
521	13
522	4
523	5
524	22
525	6
526	3
527	24
528	13
529	2
530	2
531	4
532	14
533	2
534	20
535	14
536	5
537	3
538	3
539	34
540	29
541	5
542	10
543	21
544	24
545	16
546	2
547	3
548	3
549	3
550	6
551	11
552	19
553	21
554	3
555	7
556	8
557	3
558	3
559	3
560	3
561	6
562	7
563	12
564	16
565	18
566	6
567	3
568	5
569	11
570	10
571	18
572	7
573	4
574	3
575	3
576	18
577	4
578	8
579	25
580	11
581	18
582	6
583	17
584	7
585	3
586	14
587	5
588	3
589	3
590	28
591	2
592	18
593	3
594	3
595	3
596	13
597	3
598	3
599	32
600	24
601	3
602	27
603	3
604	3
605	3
606	2
607	4
608	2
609	3
610	9
611	21
612	3
613	6
614	7
615	19
616	4
617	4
618	36
619	19
620	4
621	6
622	13
623	4
624	4
625	14
626	8
627	17
628	14
629	15
630	2
631	3
632	17
633	5
634	4
635	2
636	5
637	16
638	5
639	4
640	4
641	17
642	2
643	10
644	17
645	8
646	17
647	20
648	4
649	21
650	7
651	3
652	16
653	6
654	15
655	7
656	16
657	2
658	3
659	2
660	9
661	19
662	4
663	5
664	3
665	2
666	15
667	4
668	8
669	2
670	2
671	4
672	3
673	26
674	14
675	26
676	5
677	9
678	2
679	5
680	23
681	16
682	31
683	9
684	2
685	7
686	6
687	5
688	4
689	7
690	7
691	3
692	3
693	20
694	36
695	14
696	5
697	3
698	9
699	20
700	16
701	3
702	26
703	7
704	3
705	6
706	5
707	5
708	24
709	2
710	2
711	8
712	31
713	3
714	2
715	4
716	2
717	15
718	2
719	6
720	3
721	5
722	15
723	3
724	11
725	22
726	3
727	2
728	2
729	3
730	3
731	2
732	3
733	2
734	15
735	5
736	5
737	5
738	14
739	2
740	8
741	19
742	17
743	4
744	6
745	8
746	3
747	3
748	2
749	5
750	3
751	2
752	14
753	34
754	2
755	18
756	23
757	7
758	3
759	23
760	7
761	14
762	9
763	5
764	3
765	6
766	8
767	14
768	9
769	3
770	7
771	4
772	5
773	32
774	13
775	3
776	6
777	4
778	24
779	4
780	3
781	3
782	4
783	24
784	3
785	6
786	6
787	14
788	2
789	3
790	8
791	32
792	3
793	2
794	2
795	32
796	7
797	5
798	5
799	25
800	5
801	5
802	18
803	3
804	5
805	6
806	8
807	12
808	24
809	6
810	6
811	14
812	3
813	9
814	18
815	5
816	4
817	6
818	4
819	3
820	19
821	3
822	5
823	13
824	40
825	8
826	21
827	18
828	25
829	11
830	3
831	32
832	4
833	3
834	4
835	6
836	11
837	5
838	7
839	7
840	14
841	7
842	15
843	7
844	5
845	3
846	26
847	22
848	4
849	22
850	14
851	5
852	4
853	3
854	3
855	14
856	28
857	2
858	3
859	2
860	8
861	3
862	5
863	7
864	8
865	5
866	4
867	28
868	5
869	19
870	6
871	26
872	19
873	3
874	5
875	4
876	5
877	5
878	4
879	24
880	4
881	13
882	8
883	15
884	30
885	7
886	6
887	5
888	2
889	6
890	14
891	2
892	6
893	5
894	5
895	3
896	15
897	24
898	2
899	4
900	6
901	3
902	33
903	17
904	27
905	22
906	3
907	4
908	14
909	4
910	5
911	20
912	3
913	2
914	3
915	3
916	3
917	4
918	4
919	4
920	3
921	3
922	7
923	19
924	6
925	7
926	4
927	14
928	2
929	13
930	7
931	7
932	3
933	24
934	6
935	15
936	34
937	22
938	8
939	14
940	3
941	4
942	18
943	5
944	19
945	4
946	2
947	5
948	22
949	7
950	3
951	3
952	2
953	5
954	5
955	28
956	5
957	2
958	19
959	6
960	5
961	7
962	14
963	2
964	6
965	7
966	6
967	8
968	19
969	3
970	3
971	3
972	4
973	3
974	6
975	3
976	4
977	2
978	5
979	22
980	5
981	18
982	2
983	5
984	6
985	7
986	4
987	3
988	5
989	24
990	5
991	10
992	20
993	5
994	3
995	5
996	36
997	2
998	4
999	3
1000	28
1001	4
1002	15
1003	38
1004	19
1005	3
1006	23
1007	9
1008	20
1009	33
1010	3
1011	4
1012	2
1013	10
1014	16
1015	8
1016	3
1017	10
1018	3
1019	4
1020	7
1021	3
1022	7
1023	7
1024	3
1025	3
1026	3
1027	14
1028	6
1029	23
1030	21
1031	4
1032	2
1033	4
1034	21
1035	8
1036	6
1037	6
1038	3
1039	12
1040	2
1041	11
1042	7
1043	11
1044	22
1045	27
1046	2
1047	5
1048	35
1049	6
1050	2
1051	5
1052	28
1053	8
1054	8
1055	4
1056	4
1057	5
1058	26
1059	3
1060	3
1061	3
1062	7
1063	3
1064	3
1065	10
1066	22
1067	3
1068	8
1069	22
1070	2
1071	4
1072	30
1073	8
1074	5
1075	6
1076	3
1077	8
1078	3
1079	13
1080	4
1081	4
1082	4
1083	3
1084	6
1085	3
1086	7
1087	2
1088	16
1089	3
1090	6
1091	3
1092	6
1093	7
1094	6
1095	3
1096	6
1097	10
1098	18
1099	4
1100	3
1101	8
1102	17
1103	8
1104	19
1105	5
1106	5
1107	4
1108	11
1109	2
1110	3
1111	4
1112	3
1113	6
1114	9
1115	16
1116	3
1117	4
1118	3
1119	26
1120	9
1121	3
1122	3
1123	3
1124	3
1125	3
1126	3
1127	12
1128	5
1129	2
1130	4
1131	5
1132	28
1133	3
1134	6
1135	3
1136	10
1137	22
1138	7
1139	26
1140	8
1141	15
1142	15
1143	3
1144	3
1145	18
1146	14
1147	4
1148	24
1149	2
1150	5
1151	5
1152	18
1153	16
1154	3
1155	8
1156	20
1157	3
1158	3
1159	6
1160	11
1161	8
1162	2
1163	5
1164	22
1165	2
1166	2
1167	2
1168	28
1169	5
1170	14
1171	8
1172	2
1173	6
1174	3
1175	3
1176	3
1177	15
1178	9
1179	21
1180	7
1181	24
1182	26
1183	3
1184	4
1185	8
1186	24
1187	2
1188	6
1189	5
1190	2
1191	4
1192	8
1193	16
1194	2
1195	14
1196	5
1197	33
1198	12
1199	5
1200	8
1201	14
1202	4
1203	14
1204	8
1205	28
1206	4
1207	4
1208	5
1209	19
1210	4
1211	3
1212	2
1213	6
1214	15
1215	32
1216	6
1217	6
1218	4
1219	17
1220	4
1221	28
1222	5
1223	17
1224	8
1225	7
1226	16
1227	33
1228	4
1229	7
1230	8
1231	3
1232	3
1233	3
1234	3
1235	6
1236	33
1237	6
1238	6
1239	28
1240	9
1241	12
1242	3
1243	4
1244	17
1245	4
1246	2
1247	3
1248	2
1249	2
1250	5
1251	3
1252	15
1253	2
1254	3
1255	14
1256	7
1257	16
1258	4
1259	7
1260	2
1261	4
1262	2
1263	4
1264	2
1265	3
1266	2
1267	4
1268	6
1269	4
1270	6
1271	6
1272	26
1273	3
1274	18
1275	3
1276	24
1277	6
1278	25
1279	3
1280	35
1281	4
1282	2
1283	4
1284	4
1285	30
1286	7
1287	6
1288	5
1289	10
1290	5
1291	7
1292	3
1293	6
1294	4
1295	3
1296	3
1297	4
1298	4
1299	4
1300	3
1301	23
1302	5
1303	14
1304	2
1305	6
1306	3
1307	5
1308	20
1309	35
1310	5
1311	5
1312	14
1313	10
1314	19
1315	11
1316	4
1317	3
1318	6
1319	13
1320	28
1321	3
1322	3
1323	3
1324	14
1325	16
1326	9
1327	21
1328	2
1329	8
1330	20
1331	7
1332	5
1333	8
1334	19
1335	7
1336	32
1337	17
1338	5
1339	28
1340	30
1341	11
1342	18
1343	5
1344	12
1345	24
1346	5
1347	7
1348	7
1349	27
1350	14
1351	19
1352	5
1353	2
1354	3
1355	4
1356	6
1357	26
1358	5
1359	15
1360	9
1361	6
1362	2
1363	8
1364	4
1365	25
1366	3
1367	5
1368	31
1369	15
1370	5
1371	20
1372	3
1373	3
1374	7
1375	3
1376	9
1377	10
1378	14
1379	21
1380	6
1381	3
1382	29
1383	7
1384	9
1385	3
1386	8
1387	25
1388	8
1389	4
1390	12
1391	5
1392	7
1393	16
1394	3
1395	30
1396	6
1397	26
1398	8
1399	19
1400	5
1401	2
1402	7
1403	16
1404	4
1405	5
1406	30
1407	15
1408	7
1409	5
1410	24
1411	2
1412	4
1413	8
1414	19
1415	5
1416	5
1417	6
1418	2
1419	5
1420	4
1421	4
1422	19
1423	3
1424	3
1425	3
1426	5
1427	6
1428	3
1429	7
1430	19
1431	10
1432	18
1433	28
1434	5
1435	13
1436	18
1437	5
1438	3
1439	24
1440	14
1441	20
1442	5
1443	9
1444	3
1445	2
1446	3
1447	29
1448	6
1449	8
1450	49
1451	3
1452	15
1453	15
1454	3
1455	34
1456	16
1457	17
1458	17
1459	5
1460	3
1461	3
1462	6
1463	26
1464	8
1465	9
1466	4
1467	3
1468	2
1469	11
1470	23
1471	2
1472	2
1473	15
1474	37
1475	2
1476	3
1477	5
1478	30
1479	12
1480	3
1481	5
1482	3
1483	3
1484	3
1485	9
1486	3
1487	3
1488	16
1489	21
1490	18
1491	2
1492	4
1493	2
1494	43
1495	25
1496	4
1497	2
1498	6
1499	38
1500	2
1501	2
1502	8
1503	23
1504	4
1505	27
1506	35
1507	35
1508	20
1509	9
1510	9
1511	31
1512	3
1513	5
1514	4
1515	15
1516	2
1517	3
1518	19
1519	21
1520	5
1521	15
1522	9
1523	8
1524	20
1525	15
1526	19
1527	3
1528	3
1529	3
1530	4
1531	2
1532	16
1533	5
1534	19
1535	2
1536	26
1537	6
1538	3
1539	5
1540	13
1541	3
1542	6
1543	4
1544	2
1545	2
1546	17
1547	9
1548	2
1549	3
1550	6
1551	7
1552	4
1553	3
1554	4
1555	24
1556	5
1557	3
1558	6
1559	5
1560	27
1561	2
1562	13
1563	2
1564	4
1565	18
1566	2
1567	22
1568	3
1569	3
1570	4
1571	17
1572	2
1573	23
1574	36
1575	5
1576	2
1577	2
1578	5
1579	5
1580	3
1581	5
1582	4
1583	5
1584	5
1585	4
1586	3
1587	3
1588	2
1589	3
1590	30
1591	5
1592	8
1593	20
1594	8
1595	16
1596	5
1597	3
1598	19
