id,x,y,type
16656,139.809650946452,35.7427074844615,0
-19643,139.809536864666,35.7457779395375,1
-26496,139.791921690743,35.7562048311476,1
-15932,139.8126857305,35.7420145739039,1
-32651,139.810245450455,35.7536804250539,1
-20587,139.809870111827,35.7464051311669,1
-14432,139.795063688917,35.7451121425791,1
-22907,139.807622689808,35.7486284218691,1
17486,139.810607019623,35.7437388441454,0
-19738,139.819379670305,35.7457875506041,1
35750,139.797214115725,35.7574972952521,0
35015,139.803352076032,35.7567917685299,0
23597,139.806220724953,35.7494770229416,0
35018,139.802804902049,35.7570740320887,0
-17491,139.80908967303,35.7437534661339,1
26273,139.784243038911,35.7558639311146,0
-35810,139.802929912351,35.7593775624721,1
-17070,139.81019932759,35.7432122142875,1
14978,139.808537587587,35.7474991545272,0
35796,139.796752836704,35.7575632539662,0
28533,139.797446079727,35.7577562629404,0
-18143,139.80932165671,35.7447607382965,1
13711,139.807599823508,35.7417142349889,0
14051,139.807007755289,35.7435044157104,0
-13752,139.810916478378,35.741901104698,1
27490,139.807638867763,35.7505187343432,0
-26056,139.791394368549,35.7554437613394,1
26165,139.769649177666,35.7556324499061,0
-18514,139.794919009069,35.744840855403,1
13732,139.807938865109,35.7418225675403,0
28524,139.797108790872,35.757510321768,0
13273,139.81244852113,35.7415754121186,0
13886,139.807152394201,35.7427320985803,0
30214,139.809246029622,35.751343863518,0
-16957,139.80354267578,35.7432903868023,1
-23308,139.806696114229,35.7489860405751,1
-27346,139.800587380253,35.7496353631832,1
-16221,139.810923025013,35.7421277972807,1
-15611,139.807970793698,35.7411667722983,1
27156,139.799712292578,35.7574348062128,0
-13940,139.806409685049,35.743005717322,1
28519,139.797078590444,35.757509656299,0
-17485,139.810772454607,35.7438425562066,1
14944,139.807536593973,35.7472292454016,0
-21547,139.796673328495,35.7475420051488,1
16658,139.809672887644,35.7426749960996,0
35714,139.797207121385,35.7575153816507,0
24167,139.789990090788,35.7565634963226,0
-13712,139.807642912322,35.7417063711545,1
-27621,139.806765743518,35.7512040506348,1
-21905,139.796457723695,35.7478237226196,1
16995,139.810588629083,35.7430771054994,0
-14045,139.803754976796,35.7435170534236,1
-17492,139.808750018924,35.7438653283051,1
-17177,139.800991109551,35.7435546654085,1
-17066,139.810159838496,35.7433988136007,1
24039,139.783657659091,35.7558117374655,0
-15863,139.813114612987,35.7415272379133,1
35271,139.804221593972,35.756959664709,0
-13888,139.806936216406,35.7426847658634,1
-21377,139.81496625462,35.7475939184224,1
35261,139.804216775034,35.7569364419742,0
35803,139.797448611215,35.7576993372048,0
23533,139.806098294373,35.7492477656995,0
30130,139.809367505614,35.7511213953962,0
17214,139.807763736242,35.7433706734276,0
-15908,139.813991170359,35.7415437834028,1
-16213,139.808143168793,35.7424210108293,1
-34997,139.804987899656,35.7567090578772,1
-16661,139.807144965455,35.7427591293677,1
-12608,139.794522414232,35.7436248112766,1
28453,139.804400796369,35.7568589172795,0
21961,139.806554283601,35.7478419240039,0
35722,139.797224085712,35.7575082909654,0
-26241,139.787030945533,35.7557441322502,1
-19240,139.809648922031,35.7455620267403,1
-14102,139.809569120735,35.7440411382202,1
35009,139.803591162262,35.7567909705974,0
-29441,139.808887104197,35.7505627966694,1
-16215,139.808221836501,35.7421102709664,1
-30215,139.80926544948,35.7513494620641,1
27062,139.791976043599,35.7568149221503,0
-26709,139.791445244452,35.7565810122136,1
35262,139.803149436271,35.7570485241834,0
16475,139.809731078982,35.7427063366392,0
17419,139.809150884462,35.7435781644513,0
27098,139.790232390078,35.757947978938,0
-26061,139.790637585737,35.755408960837,1
-33052,139.806129612183,35.7541971417276,1
16437,139.812825276981,35.742335426815,0
-16990,139.810132716265,35.7431617815856,1
28455,139.804499051687,35.7568686483433,0
15279,139.806135954877,35.7492252646066,0
-23260,139.813081007367,35.748997623755,1
35770,139.797142077903,35.7575049796901,0
29983,139.809370429967,35.7511220247684,0
14889,139.808522850144,35.747243574926,0
26179,139.784811827675,35.7558482057307,0
26126,139.771542969235,35.7553990222843,0
17227,139.807727541468,35.7433426536373,0
17313,139.807947990169,35.7435677590227,0
-21243,139.807029979322,35.7472308469389,1
-17000,139.810580425871,35.7431035784979,1
26545,139.787503563371,35.7563650558813,0
16733,139.807948497894,35.7431652787913,0
-16074,139.81084018051,35.7419967387405,1
14099,139.809075327369,35.7437605498438,0
-34186,139.797039523479,35.7557801985402,1
-30638,139.796881161435,35.751659289917,1
24041,139.774965209295,35.7554987343302,0
-15377,139.807120448807,35.7406539118895,1
14126,139.810826653202,35.7439815456234,0
29746,139.808261668174,35.750824339737,0
-14004,139.817822912363,35.7433763721797,1
-18620,139.80819397806,35.7448872966257,1
-15939,139.807787445006,35.7417450280263,1
29541,139.807318646863,35.750543754737,0
15438,139.805776663592,35.7402461818808,0
-34258,139.8064216884,35.7561115754197,1
29676,139.807971492647,35.7506063850758,0
28414,139.805322288339,35.7565796220637,0
13581,139.805781834349,35.740122091166,0
31552,139.809023630095,35.7525971340196,0
-26510,139.791897647608,35.7561864260103,1
-19054,139.80978107466,35.7453109708606,1
13622,139.807629732526,35.7410292582234,0
-22582,139.807465049416,35.7482599176274,1
13489,139.810171690796,35.7439165467488,0
24195,139.790373002998,35.7566871941531,0
16844,139.808044561281,35.7429195106212,0
14128,139.810754696774,35.7439498006694,0
-26461,139.790522166508,35.7561081126859,1
-16738,139.810489591179,35.7428644903754,1
26271,139.784226586934,35.7558636385782,0
-24409,139.792623657389,35.7500434372288,1
34833,139.803147579955,35.7570470138487,0
31883,139.807660659544,35.7528426336474,0
-34094,139.799907014417,35.7556209440843,1
-28727,139.796707501422,35.7495958940282,1
16989,139.810191629528,35.7432155102614,0
-21136,139.796629077244,35.7470147681603,1
-28706,139.801456860181,35.7495934717605,1
14050,139.806259622438,35.743331120488,0
-15042,139.796414331986,35.7479262514709,1
22781,139.808480549224,35.7483883181357,0
17324,139.807768617402,35.7435018864298,0
-26635,139.791660556868,35.756504602326,1
35661,139.800426201609,35.7577648273241,0
29547,139.806700304765,35.7505192778086,0
-15574,139.798985805683,35.7409034764379,1
-31442,139.802571052606,35.7525956180108,1
13800,139.806881201317,35.7422303072135,0
35726,139.797256887275,35.7575096368937,0
-24396,139.792767216388,35.7499820091776,1
-30124,139.809297731082,35.7512042790442,1
13853,139.806445060443,35.7426140960022,0
27160,139.797420987764,35.7575150899225,0
13687,139.807923678085,35.7414158199818,0
35712,139.797223512431,35.7575161887829,0
-17232,139.80773541539,35.7433335720128,1
-17310,139.809654734803,35.743568308581,1
35668,139.797957930068,35.7578460379797,0
-23484,139.813215051659,35.7491441182317,1
-24149,139.791693362653,35.7566225241617,1
-14093,139.81195173669,35.7434545158261,1
16053,139.808167245784,35.7419692948202,0
13753,139.81087789084,35.7419152867537,0
-16747,139.812820060609,35.7428385355235,1
15612,139.807613289541,35.741060178575,0
35798,139.796749841521,35.7575578626503,0
34677,139.805476487507,35.7561899480727,0
35708,139.797256305352,35.7575176536883,0
26114,139.772289833952,35.7554603676603,0
-14091,139.811198935647,35.7438522414248,1
29985,139.80832647669,35.7510820743355,0
-24030,139.790669303567,35.7553943029872,1
26175,139.783911577849,35.7556202489473,0
-14943,139.807504175334,35.7477112389054,1
-32649,139.810295304474,35.7536412872445,1
17231,139.807725096675,35.7433323108839,0
-16436,139.810670971075,35.7423347302435,1
13649,139.807035985119,35.7413448668451,0
-21745,139.814632456046,35.7476291335918,1
-31205,139.802473668763,35.752289670661,1
17315,139.807926356122,35.7435328990406,0
13583,139.805752772723,35.7402541855571,0
23689,139.770326894108,35.7559380442118,0
-15285,139.806157519934,35.7492609020162,1
-13255,139.805803201306,35.7483685067701,1
-13514,139.80805421638,35.7427218901714,1
-16728,139.807149709992,35.7428013689711,1
-21107,139.796756501059,35.7468990337019,1
13851,139.806250429403,35.7417572207088,0
28496,139.802177962174,35.7572533324703,0
-17087,139.806276907225,35.7432712181133,1
-13540,139.797648610662,35.7397511270839,1
31877,139.80804723705,35.7528061839026,0
-16591,139.806733479051,35.742590233715,1
-27049,139.790813594157,35.7569980816239,1
16746,139.812801132743,35.7428229687377,0
-35223,139.798986083177,35.757001030214,1
-24423,139.792702446496,35.7500434562935,1
-26644,139.79133265057,35.7565619333367,1
13876,139.805250612226,35.7427109929888,0
-30510,139.809193021469,35.7516214422354,1
30699,139.80933835114,35.7516191733803,0
-13366,139.796005785641,35.7473211870647,1
-29993,139.807531594123,35.7510926358315,1
35784,139.797115823016,35.7574921475038,0
-34888,139.797521807504,35.7564944668745,1
26251,139.769701075204,35.7557249495635,0
27492,139.807656045899,35.7504892170729,0
13889,139.807629232151,35.7427868587636,0
-15865,139.81310025117,35.7415315974638,1
-18750,139.808255585794,35.7450401241834,1
35752,139.797197733051,35.7574964456671,0
35746,139.797246881664,35.7574989857625,0
34662,139.805132963613,35.7563869623182,0
-15810,139.799022874209,35.741424768457,1
24051,139.774469743689,35.755429170888,0
28407,139.803647682204,35.7567577246283,0
27163,139.79743665676,35.7575258447634,0
-18936,139.809072695855,35.7452530786516,1
15280,139.805969501659,35.748863948505,0
21235,139.80779107243,35.7472354009279,0
-15632,139.806299907613,35.7414583788921,1
-34188,139.79747201961,35.7556339248465,1
15941,139.806318816582,35.7417062635712,0
26122,139.771573155455,35.7553845494971,0
35689,139.797355287632,35.757513734384,0
29904,139.80674133102,35.7511190240657,0
27836,139.80904528473,35.7523027207738,0
27497,139.807743370363,35.7504741558134,0
-21960,139.805662692689,35.7479503394884,1
29533,139.807667656659,35.7504774865291,0
31554,139.80905979367,35.752599860458,0
26665,139.790324822012,35.7566564745272,0
-13490,139.810178809967,35.7439124946023,1
27914,139.808255775051,35.7528160580697,0
17078,139.807766654607,35.7433596057672,0
16727,139.807161981362,35.7428166226055,0
17321,139.807720504753,35.7435279381907,0
-15634,139.805540777986,35.741158912473,1
24192,139.787505823277,35.7564203872947,0
-30545,139.802225046064,35.7516210913818,1
17083,139.806296135651,35.7432119134151,0
16742,139.812878621652,35.7428973560659,0
35259,139.803448543441,35.7567927096687,0
34664,139.805737917929,35.7562814455871,0
14941,139.807505279883,35.7473313135901,0
-17072,139.810201803112,35.7432138138706,1
27862,139.807657741567,35.7527641350224,0
-27556,139.80888993418,35.7507231331202,1
28663,139.80681719897,35.749435269799,0
-26633,139.791656626729,35.7565224040052,1
-15316,139.800775406511,35.7403810615186,1
-19417,139.80951402791,35.745687226441,1
14122,139.810889499844,35.7440829735213,0
27494,139.8077401555,35.7505057315322,0
-16730,139.807117469888,35.742797009541,1
-19163,139.797207000379,35.7454267336614,1
23158,139.807583913521,35.7488718194435,0
26163,139.769646669411,35.7556012197724,0
16076,139.808270679058,35.7418945340441,0
